taxon_original;harmonized_taxon_names;revised_harmonized_taxon_name
Encyonema venezolanum;Encyonema venezolanum;Encyonema venezolanum
Encyonema venezolanum;Encyonema venezolanum;Encyonema venezolanum
Encyononema cf subelginensis;Encyononema cf subelginensis;Encyononema cf. subelginensis
Encyonopsis sp (aff. microcephala);Encyonopsis aff microcephala;Encyonopsis aff. microcephala
Encyonopsis angusta;Encyonopsis angusta;Encyonopsis angusta
Encyonopsis braunii;Encyonopsis braunii;Encyonopsis braunii
Cymbella cesatii;Encyonopsis cesatii;Encyonopsis cesatii
Cymbella cesatii;Encyonopsis cesatii;Encyonopsis cesatii
Cymbella  cesatii (Rabh.) Grun. ex A. S. var. cesatii;Encyonopsis cesatii;Encyonopsis cesatii
Encyonopsis cesattii ;Encyonopsis cesatii;Encyonopsis cesatii
Encyonopsis cesattii ;Encyonopsis cesatii;Encyonopsis cesatii
Encyonopsis cesattii ;Encyonopsis cesatii;Encyonopsis cesatii
Encyonopsis cesattii (small form);Encyonopsis cesattii (small form);Encyonopsis cesattii (small form)
Encyonopsis cesattii (small form);Encyonopsis cesattii (small form);Encyonopsis cesattii (small form)
Encyonopsis cesattii (small form);Encyonopsis cesattii (small form);Encyonopsis cesattii (small form)
Encyonopsis cf cesatii;Encyonopsis cf cesatii;Encyonopsis cf. cesatii
Encyonopsis cf cesatii;Encyonopsis cf cesatii;Encyonopsis cf. cesatii
Encyonopsis cf. cesatii (Rabenhorst) Krammer;Encyonopsis cf cesatii;Encyonopsis cf. cesatii
Encyonopsis cf difficiliformis;Encyonopsis cf difficiliformis;Encyonopsis cf. difficiliformis
Encyonopsis cf difficiliformis;Encyonopsis cf difficiliformis;Encyonopsis cf. difficiliformis
Encyonopsis cf. krammeri Reichardt;Encyonopsis cf krammeri;Encyonopsis cf. krammeri
Encyonopsis cf krammerioides;Encyonopsis cf krammerioides;Encyonopsis cf. krammerioides
Encyonopsis cf krammerioides;Encyonopsis cf krammerioides;Encyonopsis cf. krammerioides
Encyonopsis cf. krammerioides Lange-Bertalot et Rumrich;Encyonopsis cf krammerioides;Encyonopsis cf. krammerioides
Encyonopsis cf. minuta Krammer et Reichardt;Encyonopsis cf minuta;Encyonopsis cf. minuta
Encyonopsis cf. subminuta Krammer et Reichardt;Encyonopsis cf subminuta;Encyonopsis cf. subminuta
Encyonopsis descripta;Encyonopsis descripta;Encyonopsis descripta
Encyonopsis descripta;Encyonopsis descripta;Encyonopsis descripta
Encyonopsis descripta;Encyonopsis descripta;Encyonopsis descripta
Cymbella descripta;Encyonopsis descripta;Encyonopsis descripta
Cymbella descripta;Encyonopsis descripta;Encyonopsis descripta
Cymbella descripta;Encyonopsis descripta;Encyonopsis descripta
Encyonopsis difficiliformis;Encyonopsis difficiliformis;Encyonopsis difficiliformis
Encyonopsis difficiliformis;Encyonopsis difficiliformis;Encyonopsis difficiliformis
Encyonopsis falaisensis;Encyonopsis falaisensis;Encyonopsis falaisensis
Cymbella falaisensis;Encyonopsis falaisensis;Encyonopsis falaisensis
Encyonopsis krammeroides;Encyonopsis krammeroides;Encyonopsis krammeroides
Encyonopsis krammeroides;Encyonopsis krammeroides;Encyonopsis krammeroides
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Cymbella microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Cymbella microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Cymbella microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonema microcephala ;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala;Encyonopsis microcephala;Encyonopsis microcephala
Encyonopsis microcephala (Grunow) Krammer;Encyonopsis microcephala;Encyonopsis microcephala
Encyonema  microcephala var. crassa Reim.;Encyonopsis microcephala var crassa;Encyonopsis microcephala var. crassa
Encyonema  microcephala Grun. var. microcephala;Encyonopsis microcephala var microchephala;Encyonopsis microcephala var. microchephala
Encyonopsis minuta;Encyonopsis minuta;Encyonopsis minuta
Encyonopsis sp. 1 SORATA;Encyonopsis sp. 1 SORATA;Encyonopsis sp. 1 SORATA
Encyonopsis sp.1 CUBILCHE;Encyonopsis sp.1 CUBILCHE;Encyonopsis sp.1 CUBILCHE
Encyonopsis sp.1 CUBILCHE;Encyonopsis sp.1 CUBILCHE;Encyonopsis sp.1 CUBILCHE
Encyonopsis sp.1 MAQUERA;Encyonopsis sp.1 MAQUERA;Encyonopsis sp.1 MAQUERA
Encyonopsis spp;Encyonopsis spp.;Encyonopsis spp.
Encyonopsis spp;Encyonopsis spp.;Encyonopsis spp.
Encyonopsis sp.;Encyonopsis spp.;Encyonopsis spp.
Encyonopsis subminuta;Encyonopsis subminuta;Encyonopsis subminuta
Encyonopsis subminuta;Encyonopsis subminuta;Encyonopsis subminuta
Encyonopsis subminuta;Encyonopsis subminuta;Encyonopsis subminuta
Encyonopsis subminuta;Encyonopsis subminuta;Encyonopsis subminuta
Encyonopsis subminuta;Encyonopsis subminuta;Encyonopsis subminuta
Encyonopsis subminuta;Encyonopsis subminuta;Encyonopsis subminuta
Encyonopsis subminuta;Encyonopsis subminuta;Encyonopsis subminuta
Encyonopsis subminuta;Encyonopsis subminuta;Encyonopsis subminuta
Amphiprora alata;Entomoneis alata;Entomoneis alata
Entomoneis argus;Entomoneis argus;Entomoneis argus
Enthomoneis argus;Entomoneis argus;Entomoneis argus
Entomoneis paludosa;Entomoneis paludosa;Entomoneis paludosa
Entomoneis cf paludosa var subsalina;Entomoneis paludosa var subsalina;Entomoneis paludosa var. subsalina
Entomoneis paludosa var subsalina;Entomoneis paludosa var subsalina;Entomoneis paludosa var. subsalina
Entomoneis paludosa var. subsalina Krammer-Lange Bertalot ;Entomoneis paludosa var subsalina;Entomoneis paludosa var. subsalina
Enthomoneis paludosa var. subsalina;Entomoneis paludosa var subsalina;Entomoneis paludosa var. subsalina
Enthomoneis paludosa var. subsalina;Entomoneis paludosa var subsalina;Entomoneis paludosa var. subsalina
Enthomoneis paludosa var. subsalina;Entomoneis paludosa var subsalina;Entomoneis paludosa var. subsalina
Enthomoneis paludosa var. subsalina;Entomoneis paludosa var subsalina;Entomoneis paludosa var. subsalina
Eolimna cf subminuscula;Eolimna cf subminuscula;Eolimna cf. subminuscula
Eolimna cf subminuscula;Eolimna cf subminuscula;Eolimna cf. subminuscula
Navicula minima;Eolimna minima;Eolimna minima
Navicula minima;Eolimna minima;Eolimna minima
Eolimna minima;Eolimna minima;Eolimna minima
Eolimna minima;Eolimna minima;Eolimna minima
Navicula minima Grun. var. minima;Eolimna minima;Eolimna minima
Eolimna minima;Eolimna minima;Eolimna minima
Navicula minima;Eolimna minima;Eolimna minima
Eolimna minima;Eolimna minima;Eolimna minima
Eolimna minima;Eolimna minima;Eolimna minima
Eolimna minima (Grunow) Lange-Bertalot;Eolimna minima;Eolimna minima
Eolimna cf. minima (Grunow) Lange-Bertalot;Eolimna minima;Eolimna minima
Eolimna minima (Grunow) Lange-Bertalot;Eolimna minima;Eolimna minima
Navicula minima;Eolimna minima;Eolimna minima
Eolimna sp. 1 SORATA;Eolimna sp. 1 SORATA;Eolimna sp. 1 SORATA
Eolimna sp.1 CARICOCHA;Eolimna sp.1 CARICOCHA;Eolimna sp.1 CARICOCHA
Eolimna sp.1 CARICOCHA;Eolimna sp.1 CARICOCHA;Eolimna sp.1 CARICOCHA
Eolimna subminuscula;Eolimna subminuscula;Eolimna subminuscula
Navicula subminuscula;Eolimna subminuscula;Eolimna subminuscula
Eolimna subminuscula (Manguin) Moser, Lange-Bertalot et Metzeltin;Eolimna subminuscula;Eolimna subminuscula
Eolimna  subminuscula  (Manguin)  Moser,  Lange-Bertalot;Eolimna subminuscula;Eolimna subminuscula
Epithemia  turgida var. westermanii (Ehr.) Grun.;Epithemia adnata;Epithemia adnata
Ephitemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata;Epithemia adnata
Ephitemia adnata;Epithemia adnata;Epithemia adnata
Ephitemia adnata;Epithemia adnata;Epithemia adnata
Ephitemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata;Epithemia adnata
Ephitemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata (Ku?tzing) Br‚bisson  ;Epithemia adnata;Epithemia adnata
Epithemia adnata (Ktzing) Br‚bisson;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata (Ktzing) Br‚bisson;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata;Epithemia adnata
Epithemia adnata;Epithemia adnata var adnata;Epithemia adnata var. adnata
Epithemia  adnata (Ktz.) Breb. var. adnata;Epithemia adnata var minor;Epithemia adnata var. minor
Epithemia adnata var. minor(Perag.&Herib) Patr.;Epithemia adnata var porcellus;Epithemia adnata var. porcellus
Epithemia  adnata var. porcellus (Kutz.) Patr.;Epithemia adnata var proboscidea;Epithemia adnata var. proboscidea
Epithemia adnata var. proboscidea (Kutz.) Patr.;Epithemia argus;Epithemia argus
Epithemia argus;Epithemia argus;Epithemia argus
Epithemia argus;Epithemia argus;Epithemia argus
Epithemia argus;Epithemia argus;Epithemia argus
Ephitemia argus;Epithemia argus;Epithemia argus
Ephitemia argus;Epithemia argus;Epithemia argus
Epithemia argus;Epithemia argus;Epithemia argus
Epithemia argus;Epithemia argus;Epithemia argus
Epithemia argus;Epithemia argus;Epithemia argus
Epthemia argus;Epithemia argus;Epithemia argus
Epithemia argus;Epithemia argus;Epithemia argus
Epithemia argus;Epithemia argus var alpestris;Epithemia argus var. alpestris
Epithemia  argus var. alpestris (Grun.) ;Epithemia argus var argus;Epithemia argus var. argus
Epithemia  argus (Ehr.) Ktz. var. argus;Epithemia argus var argus;Epithemia argus var. argus
Epithemia Epithemia argus var. argus f. monstrata A. Cl.;Epithemia argus var longicornis;Epithemia argus var. longicornis
Epithemia  argus var. longicornis (Ehr.) Grun.;Epithemia argus var protracta;Epithemia argus var. protracta
Epithemia  argus var. protracta Mayer;Epithemia emarginata;Epithemia emarginata
Epithemia emarginata;Epithemia emarginata;Epithemia emarginata
Epithemia emarginata And. var. emarginata;Epithemia emarginata;Epithemia emarginata
Ephitemia emarginata;Epithemia frickei;Epithemia frickei
Epithemia  frickei Krammer;Epithemia gibbosa var gibbosa;Epithemia gibbosa var. gibbosa
Epithemia  gibbosa Cl. var. gibbosa;Epithemia ocellata;Epithemia ocellata
Epithemia  ocellata (Ehr.) Kutz. var. ocellata;Epithemia ocellata;Epithemia ocellata
Ephitemia ocellata;Epithemia sorex;Epithemia sorex
Ephitemia sorex;Epithemia sorex;Epithemia sorex
Ephitemia sorex;Epithemia sorex;Epithemia sorex
Ephitemia sorex;Epithemia sorex;Epithemia sorex
Cystopleura sorex;Epithemia sorex;Epithemia sorex
Epithemia sorex;Epithemia sorex;Epithemia sorex
Epithemia sorex;Epithemia sorex;Epithemia sorex
Epithemia sore1;Epithemia sorex;Epithemia sorex
Epithemia sorex;Epithemia sorex;Epithemia sorex
Ephitemia sorex;Epithemia sorex;Epithemia sorex
Ephitemia sorex;Epithemia sorex;Epithemia sorex
Epithemia sorex;Epithemia sorex;Epithemia sorex
Ephitemia sorex;Epithemia sorex;Epithemia sorex
Epithemia sorex;Epithemia sorex;Epithemia sorex
Ephitemia sorex;Epithemia sorex;Epithemia sorex
Epithemia sorex;Epithemia sorex;Epithemia sorex
Epithemia sorex;Epithemia sorex;Epithemia sorex
Epithemia sorex;Epithemia sorex var sorex;Epithemia sorex var. sorex
Epithemia sorex Kutz. var. sorex;Epithemia sp. 1 GALAPAGOS;Epithemia sp. 1 GALAPAGOS
Epithemia sp. 1;Epithemia sp.1;Epithemia sp.1
Epithemia sp. 1 )31um,7um,3 costae &6 alveoli/10um);Epithemia sp.1 MISCANTI;Epithemia sp.1 MISCANTI
Epithemia sp.1 MISCANTI;Epithemia sp.2;Epithemia sp.2
Epithemia sp. 2 (20um;Epithemia sp.3;Epithemia sp.3
Epithemia sp. 3 ;Epithemia spp.;Epithemia spp.
Epithemia sp.;Epithemia spp.;Epithemia spp.
Epithemia spp.;Epithemia spp.;Epithemia spp.
Epithemia sp;Epithemia spp.;Epithemia spp.
Epithemia spp;Epithemia spp.;Epithemia spp.
Epithemia spp;Epithemia spp.;Epithemia spp.
Epithemia sp.;Epithemia spp.;Epithemia spp.
Epithemia spp;Epithemia spp.;Epithemia spp.
Epithemia spp.;Epithemia spp.;Epithemia spp.
Epithemia (others);Epithemia turgida;Epithemia turgida
Epithemia turgida;Epithemia turgida;Epithemia turgida
Epithemia turgida;Epithemia turgida;Epithemia turgida
Epithemia turgida;Epithemia turgida;Epithemia turgida
Ephitemia turgida;Epithemia turgida;Epithemia turgida
Ephitemia turgida;Epithemia turgida;Epithemia turgida
Epithemia turgida;Epithemia turgida;Epithemia turgida
Epithemia turgida;Epithemia turgida;Epithemia turgida
Epithemia turgidula;Epithemia turgida;Epithemia turgida
Ephitemia turgida;Epithemia turgida var granulata;Epithemia turgida var. granulata
Epithemia turgida var. granulata (Ehr.) Grun;Epithemia turgida var turgida;Epithemia turgida var. turgida
Epithemia  turgida (Ehr.) Ktz. var. turgida;Epithemia turgida var westermanii;Epithemia turgida var. westermanii
Eucocconeis flexella;Eucocconeis alpestris;Eucocconeis alpestris
Eucocconeis flexella;Eucocconeis alpestris;Eucocconeis alpestris
Eucocconeis  flexella (Ktz) Brun var.flexella;Eucocconeis flexella;Eucocconeis flexella
Eucocconeis flexella;Eucocconeis flexella;Eucocconeis flexella
Eucocconeis flexella (Ktzing) Brun;Eucocconeis flexella;Eucocconeis flexella
Eucocconeis alpestris;Eucocconeis flexella;Eucocconeis flexella
Eucocconeis alpestris;Eucocconeis flexella;Eucocconeis flexella
Achnanthes flexella;Eucocconeis flexella;Eucocconeis flexella
Achnanthes flexella;Eucocconeis flexella;Eucocconeis flexella
Achnanthes flexella;Eucocconeis flexella;Eucocconeis flexella
Achnanthes laevis;Eucocconeis laevis;Eucocconeis laevis
Achnanthes laevis;Eucocconeis laevis;Eucocconeis laevis
Eucocconeis quadratarea (strup) Lange-Bertalot;Eucocconeis quadratarea;Eucocconeis quadratarea
Eunotia aff. glacialis;Eunotia aff glacialis;Eunotia aff. glacialis
Eunotia aff. minor;Eunotia aff minor;Eunotia aff. minor
Eunotia aff monodon;Eunotia aff monodon;Eunotia aff. monodon
Eunotia aff. paludosa;Eunotia aff. paludosa;Eunotia aff. paludosa
Eunotia aff. paludosa;Eunotia aff. paludosa;Eunotia aff. paludosa
Eunotia aff. patrickae;Eunotia aff. patrickae;Eunotia aff. patrickae
Eunotia  angusta (Grun.) A. Bg. var. angusta;Eunotia angusta var angusta;Eunotia angusta var. angusta
Eunotia arcubus;Eunotia arcubus;Eunotia arcubus
Eunotia arcubus N”rpel & Lange-Bertalot;Eunotia arcubus;Eunotia arcubus
Eunotia arcus;Eunotia arcus;Eunotia arcus
Eunotia arcus;Eunotia arcus;Eunotia arcus
Eunotia arcus;Eunotia arcus;Eunotia arcus
Eunotia arcus;Eunotia arcus;Eunotia arcus
Eunotia  arcus Ehr. var. arcus;Eunotia arcus var arcus;Eunotia arcus var. arcus
Eunotia asterionelloides;Eunotia asterionelloides;Eunotia asterionelloides
Eunotia  asterionelloides Hust. var. asterionelloides;Eunotia asterionelloides var asterionelloides;Eunotia asterionelloides var. asterionelloides
Eunotia auriculata Grun. var. auriculata;Eunotia auriculata;Eunotia auriculata
Eunotia bidentula;Eunotia bidentula;Eunotia bidentula
Eunotia bidentula W. Sm. var. bidentula;Eunotia bidentula;Eunotia bidentula
Eunotia bilunaris;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaris;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaris;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaris;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaris;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaris;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaris;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaria;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaris;Eunotia bilunaris;Eunotia bilunaris
Eunotia bilunaris mucophila;Eunotia bilunaris var mucophila;Eunotia bilunaris var. mucophila
Eunotia  bilunaris var. mucophila;Eunotia bilunaris var mucophila;Eunotia bilunaris var. mucophila
Eunotia bilunatum;Eunotia bilunatum;Eunotia bilunatum
Eunotia boreoalpina;Eunotia boreoalpina;Eunotia boreoalpina
Eunotia boreoalpina Lange-Bertalot et N”rpel-Schempp;Eunotia boreoalpina;Eunotia boreoalpina
Eunotia camelus;Eunotia camelus;Eunotia camelus
Eunotia camelus;Eunotia camelus;Eunotia camelus
Eunotia camelus;Eunotia camelus;Eunotia camelus
Eunotia camelus;Eunotia camelus;Eunotia camelus
Eunotia camelus;Eunotia camelus;Eunotia camelus
Eunotia camelus;Eunotia camelus;Eunotia camelus
Eunotia  camelus Ehr. var. camelus;Eunotia camelus var camelus;Eunotia camelus var. camelus
Eunotia cf andinofrequens;Eunotia cf andinofrequens;Eunotia cf. andinofrequens
Eunotia cf andinofrequens;Eunotia cf andinofrequens;Eunotia cf. andinofrequens
Eunotia cf arcus;Eunotia cf arcus;Eunotia cf. arcus
Eunotia cf arcus;Eunotia cf arcus;Eunotia cf. arcus
Eunotia arcus;Eunotia cf arcus;Eunotia cf. arcus
Eunotia cf arcus;Eunotia cf arcus;Eunotia cf. arcus
Eunotia cf.faba;Eunotia cf faba;Eunotia cf. faba
Eunotia cf faba;Eunotia cf faba;Eunotia cf. faba
Eunotia cf faba;Eunotia cf faba;Eunotia cf. faba
Eunotia cf formica;Eunotia cf formica;Eunotia cf. formica
Eunotia cf formica;Eunotia cf formica;Eunotia cf. formica
Eunotia cf georgii;Eunotia cf georgii;Eunotia cf. georgii
Eunotia cf groenlandica;Eunotia cf groenlandica;Eunotia cf. groenlandica
Eunotia cf implicata;Eunotia cf implicata;Eunotia cf. implicata
Eunotia cf incisa;Eunotia cf incisa;Eunotia cf. incisa
Eunotia cf incisa;Eunotia cf incisa;Eunotia cf. incisa
Eunotia cf monodon;Eunotia cf monodon;Eunotia cf. monodon
Eunotia cf. paludosa;Eunotia cf paludosa;Eunotia cf. paludosa
Eunotia cf. polydentula;Eunotia cf polydentula;Eunotia cf. polydentula
Eunotia cf rynchocephala;Eunotia cf rynchocephala;Eunotia cf. rynchocephala
Eunotia cf. serra;Eunotia cf serra;Eunotia cf. serra
Eunotia cf. solerii;Eunotia cf soleirolii;Eunotia cf. soleirolii
Eunotia cf. soleirolii (Ktzing) Rabenhorst;Eunotia cf soleirolii;Eunotia cf. soleirolii
Eunotia cf. tropico-arcus Metzeltin et Lange-Bertalot;Eunotia cf tropico-arcus;Eunotia cf. tropico-arcus
Eunotia cf varioundulata;Eunotia cf varioundulata;Eunotia cf. varioundulata
Eunotia cf yberai;Eunotia cf yberai;Eunotia cf. yberai
Eunotia cf yberai;Eunotia cf yberai;Eunotia cf. yberai
Eunotia curtagrunowii;Eunotia curtagrunowii;Eunotia curtagrunowii
Eunotia  curvata (Kutz.) Lag. var. 1;Eunotia curvata var 1;Eunotia curvata var 1
Eunotia  curvata (Grun.) W. & T. var. capitata;Eunotia curvata var capitata;Eunotia curvata var. capitata
Eunotia  curvata (Ktz.) Lag. var. curvata;Eunotia curvata var curvata;Eunotia curvata var. curvata
Eunotia denticulata;Eunotia denticulata;Eunotia denticulata
Eunotia dydima;Eunotia didyma;Eunotia didyma
Eunotia dydima;Eunotia didyma;Eunotia didyma
Eunotia didyma;Eunotia didyma;Eunotia didyma
Eunotia dydima;Eunotia didyma;Eunotia didyma
Eunotia dydima;Eunotia didyma;Eunotia didyma
Eunotia didyma;Eunotia didyma;Eunotia didyma
Eunotia didyma (Grun)var claviculata;Eunotia didyma var claviculata;Eunotia didyma var. claviculata
Eunotia  didyma Grun. var. didyma Hustedt;Eunotia didyma var didyma;Eunotia didyma var. didyma
