collection;species_original;genera_harmonised;species_harmonised
DescansoFormationPeru;Melosira varians;Melosira;Melosira varians
DescansoFormationPeru;Navicula atacamana;Navicula;Navicula atacamana
DescansoFormationPeru;Navicula capitatoradiata;Navicula;Navicula capitatoradiata
DescansoFormationPeru;Navicula cari;Navicula;Navicula cari
DescansoFormationPeru;Navicula cari cinesa;Navicula;Navicula cari
DescansoFormationPeru;Navicula cariocincta;Navicula;Navicula cariocincta
DescansoFormationPeru;Navicula cf radiosa;Navicula;Navicula cf radiosa
DescansoFormationPeru;Navicula cincta;Navicula;Navicula cincta
DescansoFormationPeru;Navicula cryptotenelloides;Navicula ;Navicula criptotenelloides
DescansoFormationPeru;Navicula cryptocephala;Navicula;Navicula cryptocephala
DescansoFormationPeru;Navicula cryptotenella;Navicula;Navicula cryptotenella
DescansoFormationPeru;Navicula desilineolata;Navicula;Navicula densilineolata
DescansoFormationPeru;Navicula duerrenbergiana;Navicula;Navicula duerrenbergiana
DescansoFormationPeru;Navicula erifuga;Navicula;Navicula erifuga
DescansoFormationPeru;Navicula gregaria;Navicula;Navicula gregaria
DescansoFormationPeru;Navicula heimansioides;Navicula;Navicula heimansioides sensu
DescansoFormationPeru;Navicula incertata;Navicula;Navicula incertata
DescansoFormationPeru;Navicula libonensis;Navicula;Navicula libonensis
DescansoFormationPeru;Navicula longirostis;Navicula;Navicula longirostis
DescansoFormationPeru;Navicula notha;Navicula;Navicula notha
DescansoFormationPeru;Navicula oligotraphenta;Navicula;Navicula oligotraphenta
DescansoFormationPeru;Navicula paramutica binodis;Navicula;Navicula paramutica var binodis
DescansoFormationPeru;Navicula peregrina;Navicula;Navicula peregrina
DescansoFormationPeru;Navicula perminuta;Navicula;Navicula perminuta
DescansoFormationPeru;Navicula phyllepta;Navicula;Navicula phyllepta
DescansoFormationPeru;Navicula porifra var opportuna;Navicula;Navicula porifera var opportuna
DescansoFormationPeru;Navicula pseudolanceolata;Navicula ;Navicula pseudolanceolata
DescansoFormationPeru;Navicula pseudolitoricola;Navicula ;Navicula pseudolitoricola
DescansoFormationPeru;Navicula radiosa;Navicula ;Navicula radiosa
DescansoFormationPeru;Navicula radiosafallax;Navicula ;Navicula radiosafallax
DescansoFormationPeru;Navicula recens;Navicula;Navicula recens
DescansoFormationPeru;Navicula rhynchocephala;Navicula ;Navicula rhynchocephela
DescansoFormationPeru;Navicula salinicola;Navicula;Navicula salinicola
DescansoFormationPeru;Navicula nov. sp.;Navicula;Navicula sp.1 DESCANSO
DescansoFormationPeru;Navicula sp;Navicula;Navicula sp.2 DESCANSO
DescansoFormationPeru;Navicula spp;Navicula;Navicula spp
DescansoFormationPeru;Navicula subinflatoides;Navicula;Navicula subinflatoides
DescansoFormationPeru;Navicula veneta;Navicula;Navicula veneta
DescansoFormationPeru;Navicula vilaplanii;Navicula;Navicula vilaplanii
DescansoFormationPeru;Navicula viridula;Navicula;Navicula viridula
DescansoFormationPeru;Naviculadicta absoluta;Naviculadicta;Naviculadicta absoluta
DescansoFormationPeru;Naviculadicta spp;Naviculadicta;Naviculadicta spp
DescansoFormationPeru;Naviculadicta utermoehlii;Naviculadicta;Naviculadicta utermoehlii
DescansoFormationPeru;Cymbella pusilla;Navicymbula;Navicymbula pusilla
DescansoFormationPeru;Navicymbula pusilla;Navicymbula;Navicymbula pusilla
DescansoFormationPeru;Neidium ampliatum;Neidium;Neidium ampliatum
DescansoFormationPeru;Neidium apiculatum;Neidium;Neidium apiculatum
DescansoFormationPeru;Neidium bisulcatum;Neidium;Neidium bisulcatum
DescansoFormationPeru;Neidium hercynicum;Neidium;Neidium hercynicum
DescansoFormationPeru;Neidium spp;Neidium ;Neidium spp
DescansoFormationPeru;Nitzschia accedens chilensis;Nitzschia;Nitzschia accedens var chilensis
DescansoFormationPeru;Nitzschia agnita;Nitzschia;Nitzschia agnita
DescansoFormationPeru;Nitzschia alpina;Nitzschia;Nitzschia alpina
DescansoFormationPeru;Nitzschia amphibia;Nitzschia;Nitzschia amphibia 
DescansoFormationPeru;Nitzschia amphibioides;Nitzschia;Nitzschia amphibioides
DescansoFormationPeru;Nitzschia archivaldii;Nitzschia;Nitzschia archibaldii
DescansoFormationPeru;Nitzschia aurariae;Nitzschia;Nitzschia aurariae
DescansoFormationPeru;Nitzschia bryophila;Nitzschia;Nitzschia bryophila
DescansoFormationPeru;Nitzschia cf microcephala;Nitzschia;Nitzschia cf microcephala
DescansoFormationPeru;Nitzschia communis;Nitzschia;Nitzschia communis
DescansoFormationPeru;Nitzschia compressa compressa;Nitzschia;Nitzschia compressa
DescansoFormationPeru;Nitzschia dissipata;Nitzschia;Nitzschia dissipata
DescansoFormationPeru;Nitzschia epithemioides;Nitzschia;Nitzschia epithemioides
DescansoFormationPeru;Nitzschia epithemioides epithemioides;Nitzschia;Nitzschia epithemioides
DescansoFormationPeru;Nitzschia fonticola;Nitzschia;Nitzschia fonticola
DescansoFormationPeru;Nitzschia frustulum;Nitzschia;Nitzschia frustulum
DescansoFormationPeru;Nitzschia gracilis;Nitzschia;Nitzschia gracilis
DescansoFormationPeru;Nitzschia grunowii;Nitzschia;Nitzschia grunowii
DescansoFormationPeru;Nitzschia hantzschiana;Nitzschia;Nitzschia hantzschiana
DescansoFormationPeru;Nitzschia inconspicua;Nitzschia;Nitzschia inconspicua
DescansoFormationPeru;Nitzschia lacuum;Nitzschia;Nitzschia lacuum
DescansoFormationPeru;Nitzschia liebetruthii;Nitzschia;Nitzschia liebertruthii
DescansoFormationPeru;Nitzschia macilenta;Nitzschia;Nitzschia macilenta
DescansoFormationPeru;Nitzschia microcephala;Nitzschia;Nitzschia microcephala
DescansoFormationPeru;Nitzschia minusula;Nitzschia;Nitzschia minuscula
DescansoFormationPeru;Nitzschia nov. Sp.;Nitzschia;Nitzschia nov. Sp.
DescansoFormationPeru;Nitzschia palea;Nitzschia;Nitzschia palea
DescansoFormationPeru;Nitzschia palacea;Nitzschia;Nitzschia paleacea
DescansoFormationPeru;Nitzschia perminuta;Nitzschia;Nitzschia perminuta
DescansoFormationPeru;Nitzschia pusilla;Nitzschia;Nitzschia pusilla
DescansoFormationPeru;Nitzschia quadrangula;Nitzschia;Nitzschia quadrangula
DescansoFormationPeru;Nitzschia recta;Nitzschia;Nitzschia recta
DescansoFormationPeru;Nitzschia rosenstockii;Nitzschia;Nitzschia rosenstockii
DescansoFormationPeru;Nitzschia sigma;Nitzschia;Nitzschia sigma
DescansoFormationPeru;Nitzschia sigmoidea;Nitzschia;Nitzschia sigmoidea
DescansoFormationPeru;Nitzschia sp1;Nitzschia;Nitzschia sp.1 DESCANSO
DescansoFormationPeru;Nitzschia sp 2;Nitzschia;Nitzschia sp.2 DESCANSO
DescansoFormationPeru;Nitzschia spp;Nitzschia;Nitzschia spp
DescansoFormationPeru;Nitzschia sublinearis;Nitzschia;Nitzschia sublinearis
DescansoFormationPeru;Nitzschia tropica;Nitzschia;Nitzschia tropica
DescansoFormationPeru;Nitzschia valdecostata;Nitzschia;Nitzschia valdecostata
DescansoFormationPeru;Nitzschia valdestriata;Nitzschia;Nitzschia valdestriata
DescansoFormationPeru;Opephora gunter grasii;Opephora;Opephora guenter-grassi
DescansoFormationPeru;Opephora mutabilis;Opephora;Opephora mutabilis
DescansoFormationPeru;Opephora sp;Opephora;Opephora spp
DescansoFormationPeru;Other benthics;Benthics agg;Other benthics
DescansoFormationPeru;Other benthics & epiphytics;Benthics agg;Other benthics & epiphytics
DescansoFormationPeru;Other planktonics;Planktonics agg;Other planktonics
DescansoFormationPeru;Pinnularia bogotensis;Pinnularia;Pinnularia bogotensis
DescansoFormationPeru;Pinnularia borealis;Pinnularia;Pinnularia borealis
DescansoFormationPeru;Pinnularia cf ignobilis;Pinnularia;Pinnularia cf ignobilis
DescansoFormationPeru;Pinnularia divergentissima;Pinnularia;Pinnularia divergentissima
DescansoFormationPeru;Pinnularia gibba;Pinnularia;Pinnularia gibba
DescansoFormationPeru;Pinnularia microstauron;Pinnularia;Pinnularia microstauron
DescansoFormationPeru;Pinnularia nitzschiophila;Pinnularia;Pinnularia nitzschiophila
DescansoFormationPeru;Pinnularia notabilis;Pinnularia;Pinnularia notabilis
DescansoFormationPeru;Pinnularia spp;Pinnularia;Pinnularia spp
DescansoFormationPeru;Pinnularia viridis;Pinnularia;Pinnularia viridis
DescansoFormationPeru;Navicula gastrum;Placoneis;Placoneis gastrum
DescansoFormationPeru;Placoneis pseudoanglica;Placoneis;Placoneis pseudoanglica
DescansoFormationPeru;Placoneis subplacentula;Placoneis;Placoneis subplacentula
DescansoFormationPeru;Plagiotropis arizonica;Plagiotropis;Plagiotropis arizonica
DescansoFormationPeru;Planothidium aff lanceolatum;Planothidium;Planothidium aff lanceolatum
DescansoFormationPeru;Planothidium cf engelbrechtii;Planothidium;Planothidium cf engelbrechtii
DescansoFormationPeru;Achnanthes chilensis;Planothidium;Planothidium chilense
DescansoFormationPeru;Achnanthes delicatula;Planothidium;Planothidium delicatulum
DescansoFormationPeru;Planothidium delicatulum;Planothidium;Planothidium delicatulum
DescansoFormationPeru;Achnanthes lanceolata;Planothidium;Planothidium lanceolatum
DescansoFormationPeru;Planothidium lanceolatum ;Planothidium;Planothidium lanceolatum
DescansoFormationPeru;Planothidium lemmermannii;Planothidium;Planothidium lemmermannii
DescansoFormationPeru;Planothidium spp;Planothidium;Planothidium spp
DescansoFormationPeru;Pleurosigma sp;Pleurosigma;Pleurosigma sp.1 DESCANSO
DescansoFormationPeru;Psammothidium subatomoides;Psammothidium;Psammothidium subatomoides
DescansoFormationPeru;Fragilaria brevistriata;Pseudostaurosira;Pseudostaurosira brevistriata
DescansoFormationPeru;Pseudostaurosira brevistriata;Pseudostaurosira;Pseudostaurosira brevistriata
DescansoFormationPeru;Pseudostaurosira elliptica;Pseudostaurosira;Pseudostaurosira elliptica
DescansoFormationPeru;Staurosira elliptica;Pseudostaurosira;Pseudostaurosira elliptica
DescansoFormationPeru;Pseudostaurosira laucensis var vulpina;Pseudostaurosira;Pseudostaurosira laucensis var vulpina
DescansoFormationPeru;Pseudostaurosira pseudoconstruens;Pseudostaurosira;Pseudostaurosira pseudoconstruens
DescansoFormationPeru;Pseudostaurosira spp;Pseudostaurosira;Pseudostaurosira spp
DescansoFormationPeru;Pseudostaurosira subsalina;Pseudostaurosira;Pseudostaurosira subsalina
DescansoFormationPeru;Staurosira construens subsalina;Pseudostaurosira;Pseudostaurosira subsalina
DescansoFormationPeru;Fragilaria zeilleri;Pseudostaurosira;Pseudostaurosira zeilleri
DescansoFormationPeru;Pseudostaurosira zeilleri;Pseudostaurosira;Pseudostaurosira zeilleri
DescansoFormationPeru;Pseudostaurosira zeilleri var capitellata;Pseudostaurosira;Pseudostaurosira zeilleri var capitellata
DescansoFormationPeru;Pseudostaurosira zeilleri var elliptica;Pseudostaurosira;Pseudostaurosira zeilleri var elliptica
DescansoFormationPeru;Reimeria sinuata;Reimeria;Reimeria sinuata
DescansoFormationPeru;Rhoicosphenia abbreviata;Rhoicosphenia;Rhoicosphenia abbreviata
DescansoFormationPeru;Rhopalodia acuminatum;Rhopalodia;Rhopalodia acuminatum
DescansoFormationPeru;Rhopalodia brebissonii;Rhopalodia;Rhopalodia brebissoni
DescansoFormationPeru;Rhopalodia gibba;Rhopalodia;Rhopalodia gibba
DescansoFormationPeru;Rhopalodia gibberula;Rhopalodia;Rhopalodia gibberula
DescansoFormationPeru;Rhopalodia musculus;Rhopalodia;Rhopalodia musculus
DescansoFormationPeru;Rhopalodia pacifica;Rhopalodia;Rhopalodia pacifica
DescansoFormationPeru;Rhopalodia sp;Rhopalodia;Rhopalodia sp.1 DESCANSO
DescansoFormationPeru;Rhopalodia wetzeli;Rhopalodia;Rhopalodia wetzelii
DescansoFormationPeru;Scoliopleura peisonis;Scoliopleura;Scoliopleura peisonis
DescansoFormationPeru;Sellaphora laevissima;Sellaphora;Sellaphora laevissima
DescansoFormationPeru;Navicula pupula;Sellaphora;Sellaphora pupula
DescansoFormationPeru;Sellaphora pupula;Sellaphora;Sellaphora pupula
DescansoFormationPeru;Sellaphora pupula pupula;Sellaphora;Sellaphora pupula
DescansoFormationPeru;Sellaphora spp;Sellaphora;Sellaphora spp
DescansoFormationPeru;Amphora strigosa;Seminavis;Seminavis strigosa
DescansoFormationPeru;Stauroneis anceps;Stauroneis;Stauroneis anceps
DescansoFormationPeru;Stauroneis bathurstensis;Stauroneis;Stauroneis bathurstensis
DescansoFormationPeru;Stauroneis gracilior;Stauroneis;Stauroneis gracilior
DescansoFormationPeru;Stauroneis gregori;Stauroneis;Stauroneis gregorii
DescansoFormationPeru;Stauroneis legreri;Stauroneis;Stauroneis legleri
DescansoFormationPeru;Stauroneis sp.;Stauroneis;Stauroneis spp
DescansoFormationPeru;Stauroneis spd.;Stauroneis;Stauroneis spp
DescansoFormationPeru;Stauroneis species (obtusa?);Stauroneis;Stauroneis spp
DescansoFormationPeru;Stauroneis spp;Stauroneis;Stauroneis spp
DescansoFormationPeru;Stauroneis subgracilis;Stauroneis;Stauroneis subgracilis
DescansoFormationPeru;Stauroneis wislouchii;Staurophora;Staurophora wislouchii 
DescansoFormationPeru;Staurosira aventralis;Staurosira;Staurosira aventralis
DescansoFormationPeru;Staurosira construens;Staurosira;Staurosira construens
DescansoFormationPeru;Fragilaria construens venter;Staurosira;Staurosira construens var venter
DescansoFormationPeru;Staurosira construens var venter;Staurosira;Staurosira construens var venter
DescansoFormationPeru;Staurosira construens venter;Staurosira;Staurosira construens var venter
DescansoFormationPeru;Staurosira punctiformis;Staurosira;Staurosira punctiformis
DescansoFormationPeru;Staurosira spp;Staurosira;Staurosira spp
DescansoFormationPeru;Staurosirella leptostauron ;Staurosirella;Staurosirella leptostauron
DescansoFormationPeru;Fragilaria pinnata;Staurosirella;Staurosirella pinnata
DescansoFormationPeru;Staurosirella pinnata;Staurosirella;Staurosirella pinnata 
DescansoFormationPeru;Staurosirella spp;Staurosirella;Staurosirella spp
DescansoFormationPeru;Surirella angusta;Surirella;Surirella angusta
DescansoFormationPeru;Surirella chilensis;Surirella;Surirella chilensis
DescansoFormationPeru;Surirella oregonica;Surirella;Surirella oregonica
DescansoFormationPeru;Surirella ovata;Surirella;Surirella ovata
DescansoFormationPeru;Surirella ovata utahensis;Surirella;Surirella ovata var utahensis
DescansoFormationPeru;Surirella peisonis;Surirella;Surirella peisonis
DescansoFormationPeru;Surirella sella;Surirella;Surirella sella
DescansoFormationPeru;Surirella sp;Surirella;Surirella sp.1 DESCANSO
DescansoFormationPeru;Surirella splendida;Surirella;Surirella splendida
DescansoFormationPeru;Surirella spp;Surirella;Surirella spp
